year,season,precipitation(mm),snow_depth(cm),mean_temperature(°C),min_temperature(°C),max_temperature(°C)
2008,Winter,173.9,3.131868131868132,-0.5274725274725275,-2.3945054945054944,1.2241758241758243
2009,Autumn,160.0,0.42857142857142855,5.410989010989011,2.2065934065934067,8.812087912087911
2009,Spring,68.3,9.423913043478262,4.220652173913043,-0.8152173913043478,9.307608695652174
2009,Summer,180.4,0.0,14.996739130434783,9.553260869565218,20.422826086956523
2009,Winter,87.5,8.455555555555556,-5.591111111111111,-8.616666666666667,-2.836666666666667
2010,Autumn,161.6,0.9560439560439561,3.8714285714285714,0.778021978021978,7.232967032967033
2010,Spring,172.8,17.456521739130434,4.278260869565218,-0.2086956521739131,8.701086956521738
2010,Summer,149.20000000000002,0.0,17.2123595505618,11.358695652173912,22.463043478260868
2010,Winter,90.0,26.1,-10.806666666666667,-14.56,-7.781111111111111
2011,Autumn,190.7,0.0,7.503296703296702,4.714285714285714,10.683516483516485
2011,Spring,102.3,20.956521739130434,4.397826086956522,-0.7608695652173914,9.140217391304347
2011,Summer,260.3,0.0,17.11521739130435,11.805434782608694,22.375
2011,Winter,204.8,30.355555555555554,-5.359999999999999,-8.707777777777778,-2.3200000000000003
2012,Autumn,278.7,0.15384615384615385,6.073626373626374,3.5230769230769234,8.82197802197802
2012,Spring,127.2,7.282608695652174,4.543478260869565,-0.11444444444444452,8.717777777777778
2012,Summer,220.1,0.0,14.607608695652175,9.708695652173914,19.598913043478262
2012,Winter,156.9,19.571428571428573,-7.508791208791208,-10.731868131868133,-4.906593406593407
2013,Autumn,174.6,0.04395604395604396,6.437362637362637,3.057142857142857,10.005494505494505
2013,Spring,56.9,18.880434782608695,2.4467391304347825,-3.3597826086956526,8.07391304347826
2013,Summer,215.1,0.0,16.24021739130435,10.880434782608695,21.741304347826087
2013,Winter,115.3,21.11111111111111,-2.934444444444445,-5.684444444444445,-0.4955555555555556
2014,Autumn,104.7,0.25274725274725274,6.202197802197802,3.2956043956043954,9.56043956043956
2014,Spring,96.0,0.4175824175824176,5.386956521739131,0.29782608695652174,10.480434782608697
2014,Summer,249.6,0.0,16.05217391304348,10.93695652173913,21.34565217391304
2014,Winter,132.5,4.083333333333333,-3.728888888888889,-5.916666666666667,-1.6366666666666667
2015,Autumn,131.2,0.13333333333333333,6.4021978021978025,2.806593406593407,10.295604395604395
2015,Spring,129.5,0.9456521739130435,4.864130434782608,0.8141304347826087,9.214130434782609
2015,Summer,208.1,0.0,14.457608695652173,9.281521739130435,19.59130434782609
2015,Winter,211.2,12.055555555555555,-0.5255555555555556,-2.9755555555555557,1.7144444444444447
2016,Autumn,107.1,0.38461538461538464,4.561538461538462,1.4582417582417582,7.878021978021978
2016,Spring,99.19999999999999,3.2065217391304346,5.575,0.7695652173913043,10.369565217391305
2016,Summer,198.5,0.0,15.507608695652175,10.93804347826087,20.278260869565216
2016,Winter,131.0,6.483516483516484,-4.531868131868132,-7.55054945054945,-1.9483516483516485
2017,Autumn,213.0,0.14285714285714285,5.604395604395604,3.1758241758241756,8.2989010989011
2017,Spring,81.3,0.6986301369863014,3.7054347826086955,-0.9858695652173913,8.496739130434783
2017,Summer,240.20000000000002,0.0,14.104347826086956,9.298913043478262,18.883695652173913
2017,Winter,122.4,6.088888888888889,-2.4588888888888887,-5.062222222222222,-0.0866666666666667
2018,Autumn,125.9,0.12087912087912088,6.730769230769231,3.3802197802197806,10.082417582417582
2018,Spring,73.8,7.833333333333333,4.331521739130435,-2.0582417582417585,9.873626373626374
2018,Summer,132.7,0.0,17.256521739130434,11.389130434782608,22.733695652173914
2018,Winter,102.0,8.311111111111112,-4.890000000000001,-7.365555555555555,-2.4922222222222223
2019,Autumn,217.9,0.12087912087912088,5.0285714285714285,2.087912087912088,8.212087912087911
2019,Spring,102.2,6.880434782608695,4.86195652173913,-0.32391304347826083,9.857608695652173
2019,Summer,175.20000000000002,0.0,16.25108695652174,10.560869565217391,21.796739130434784
2019,Winter,166.3,21.3,-2.53,-5.841111111111112,0.2677777777777778
2020,Autumn,185.9,0.0,7.895604395604396,4.746153846153846,11.041758241758242
2020,Spring,129.7,0.14285714285714285,4.443478260869566,-0.1891304347826087,9.072826086956523
2020,Summer,196.9,0.0,16.222826086956523,10.321739130434782,21.480434782608697
2020,Winter,214.2,0.3888888888888889,0.5230769230769231,-1.6285714285714283,2.5692307692307694
2021,Autumn,160.6,0.06593406593406594,5.63956043956044,2.8120879120879123,8.7010989010989
2021,Spring,167.7,1.6304347826086956,4.2945652173913045,-0.13804347826086957,8.985869565217392
2021,Summer,225.3,0.0,17.73478260869565,11.916304347826086,23.17065217391304
2021,Winter,82.2,14.055555555555555,-6.680000000000001,-9.921111111111111,-3.7466666666666666
2022,Autumn,124.6,0.38372093023255816,5.835164835164835,2.557142857142857,9.243956043956045
2022,Spring,85.1,16.67391304347826,3.803260869565217,-1.4782608695652173,9.133695652173913
2022,Summer,141.7,0.0,17.018478260869564,11.47391304347826,22.584782608695654
2022,Winter,159.6,21.033333333333335,-3.684444444444445,-6.916666666666667,-1.151111111111111
2023,Winter,0.0,4.0,-1.1,-3.3,5.3
